MAE,RMSE,R-squared
0.8416267651377912,1.2163123453200022,0.1465056509022319
0.7041233733574989,1.1496533283808665,0.23749231961051265
0.26634651821705385,0.4640831901072814,0.8757483696058864
0.0985906711818408,0.22129451515857884,0.9731187777311727
