MAE,RMSE,R-squared
0.8483789261225209,1.303147991842228,0.020289192902269493
0.7284942410512008,1.1907046083416166,0.1820655704852281
0.33911134204876137,0.6055943015977079,0.7884203080637002
0.11707740358532871,0.28395042586493546,0.9557419005138701
