MAE,RMSE,R-squared
0.8372027436815721,1.2141077476212396,0.14959680828488375
0.7041207272315361,1.1496242267353105,0.2375309224603379
0.26352304404505705,0.4587590101651996,0.8785829618301579
0.09384314841734807,0.2156524101081498,0.9744720262724099
